doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.1016/j.cub.2017.11.057,1,jour.1101321,Current Biology,Environmental Warming and Feminization of One of the Largest Sea Turtle Populations in the World,article,28,2018,Hybrid
10.3955/046.092.0105,1,jour.1038266,Northwest Science,Characterization of Salinity and Temperature Patterns in a Large River Delta to Support Tidal Wetland Habitat Restoration,article,92,2018,Bronze
10.1002/naaq.10009,1,jour.1295133,North American Journal of Aquaculture,Evaluation of Poultry By‐Product Meal as an Alternative to Fish Meal in the Diet of Juvenile Black Sea Bass Reared in a Recirculating Aquaculture System,article,80,2018,Bronze
10.1002/esp.4217,1,jour.1137132,Earth Surface Processes and Landforms,Offshore aeolian sediment transport across a human‐modified foredune,article,43,2018,Bronze
10.1002/etc.3948,1,jour.1094169,Environmental Toxicology and Chemistry,Acute exposure to an environmentally relevant concentration of diclofenac elicits oxidative stress in the culturally important galaxiid fish Galaxias maculatus,article,37,2018,Bronze
10.1111/mms.12437,1,jour.1125418,Marine Mammal Science,Infanticide and cannibalism in Steller sea lions (Eumetopias jubatus),article,34,2018,Bronze
10.1016/j.rse.2017.10.041,,jour.1045931,Remote Sensing of Environment,Atmospheric correction for hyperspectral ocean color retrieval with application to the Hyperspectral Imager for the Coastal Ocean (HICO),article,204,2018,"Green, Submitted"
10.1007/s12237-017-0267-5,1,jour.1295073,Chesapeake Science,Modeling the Population Effects of Hypoxia on Atlantic Croaker (Micropogonias undulatus) in the Northwestern Gulf of Mexico: Part 2—Realistic Hypoxia and Eutrophication,article,41,2018,Hybrid
10.1002/tafs.10024,1,jour.1083163,Transactions of the American Fisheries Society,Application of Otolith Chemistry to Investigate the Origin and State‐Straying of Steelhead in Lake Erie Tributaries,article,147,2018,Bronze
10.1175/amsmonographs-d-18-0015.1,,jour.1146616,Meteorological Monographs,Extratropical Cyclones: A Century Of Research On Meteorology's Centerpiece Extratropical Cyclones: A Century Of Research On Meteorology's Centerpiece,article,59,2018,"Green, Submitted"
10.1175/jcli-d-17-0254.1,1,jour.1312082,Journal of Climate,"Greater Temperature and Precipitation Extremes Intensify Western U.S. Droughts, Wildfire Severity, and Sierra Nevada Tree Mortality",article,31,2018,Hybrid
10.1175/jhm-d-17-0080.1,1,jour.1137981,Journal of Hydrometeorology,Evaluation of Operational and Experimental Precipitation Algorithms and Microphysical Insights during IPHEx,article,19,2018,Hybrid
10.1175/jtech-d-17-0081.1,1,jour.1137215,Journal of Atmospheric and Oceanic Technology,"Assimilation of Radar Radial Velocity and Reflectivity, Satellite Cloud Water Path and Total Precipitable Water for Convective Scale NWP in OSSEs",article,35,2018,Hybrid
10.1016/j.dsr2.2017.07.004,Fish Fish. 13 1 2012,jour.1023157,Deep Sea Research Part II Topical Studies in Oceanography,Empirically based models of oceanographic and biological influences on Pacific Herring recruitment in Prince William Sound,article,147,2018,Hybrid
10.1007/s12237-016-0171-4,1,jour.1295073,Chesapeake Science,"Relationships Between Meteorological and Water Quality Variables and Fisheries-Independent White Shrimp (Litopenaeus setiferus) Catch in the ACE Basin NERR, South Carolina",article,41,2018,Bronze
10.1175/mwr-d-17-0171.1,1,jour.1136879,Monthly Weather Review,NONLINEAR BIAS CORRECTION FOR SATELLITE DATA ASSIMILATION USING TAYLOR SERIES POLYNOMIALS,article,146,2018,Hybrid
10.1111/gcb.13872,1,jour.1132303,Global Change Biology,Phenological and distributional shifts in ichthyoplankton associated with recent warming in the northeast Pacific Ocean,article,24,2018,Bronze
10.1111/mms.12452,1,jour.1125418,Marine Mammal Science,Two‐component calls in short‐finned pilot whales (Globicephala macrorhynchus),article,34,2018,Bronze
10.1007/s12237-017-0296-0,1,jour.1295073,Chesapeake Science,Assessment of Plant Community Characteristics in Natural and Human-Altered Coastal Marsh Ecosystems,article,41,2018,Bronze
10.1002/2017jc013174,1,jour.1052083,Journal of Geophysical Research Oceans,The Effect of Alongcoast Advection on Pacific Northwest Shelf and Slope Water Properties in Relation to Upwelling Variability,article,123,2018,Hybrid
10.1175/jcli-d-17-0271.1,1,jour.1312082,Journal of Climate,Multiple Time Scale Variability of the Sea Surface Salinity Dipole Mode in the Tropical Indian Ocean,article,31,2018,Hybrid
10.1007/s12237-017-0266-6,1,jour.1295073,Chesapeake Science,Modeling the Population Effects of Hypoxia on Atlantic Croaker (Micropogonias undulatus) in the Northwestern Gulf of Mexico: Part 1—Model Description and Idealized Hypoxia,article,41,2018,Hybrid
10.1080/16000870.2018.1440869,1,jour.1284664,Tellus A Dynamic Meteorology and Oceanography,The changing relationship between the convection over the western Tibetan Plateau and the sea surface temperature in the northern Bay of Bengal,article,70,2018,Bronze
10.1002/ece3.3663,1,jour.1045551,Ecology and Evolution,Conservation planning for freshwater–marine carryover effects on Chinook salmon survival,article,8,2018,Pure Gold
10.1175/mwr-d-17-0164.1,1,jour.1136879,Monthly Weather Review,Development of a Hybrid En3DVar Data Assimilation System and Comparisons with 3DVar and EnKF for Radar Data Assimilation with Observing System Simulation Experiments,article,146,2018,Hybrid
10.1111/mms.12443,1,jour.1125418,Marine Mammal Science,Assessment of wound healing of tagged gray (Eschrichtius robustus) and blue (Balaenoptera musculus) whales in the eastern North Pacific using long‐term series of photographs,article,34,2018,Bronze
10.1002/2017jc013365,1,jour.1052083,Journal of Geophysical Research Oceans,Effects of Model Resolution and Ocean Mixing on Forced Ice‐Ocean Physical and Biogeochemical Simulations Using Global and Regional System Models,article,123,2018,"Green, Published"
10.1139/cjfas-2016-0392,1,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,Do models parameterized with observations from the system predict larval yellow perch (Perca flavescens) growth performance better in Lake Erie?,article,75,2018,"Green, Accepted"
10.1002/qj.3187,710,jour.1052095,Quarterly Journal of the Royal Meteorological Society,The role of heating and cooling associated with ice processes on tropical cyclogenesis and intensification,article,144,2018,Bronze
10.1016/j.csr.2017.11.007,,jour.1044667,Continental Shelf Research,The Deepwater Horizon oil spill and Gulf of Mexico shelf hypoxia,article,152,2018,Hybrid
10.1155/2018/9432670,,jour.1139499,Advances in Meteorology,Three-Dimensional Storm Structure and Low-Level Boundaries at Different Stages of Cyclic Mesocyclone Evolution in a High-Precipitation Tornadic Supercell,article,2018,2018,Pure Gold
10.1016/j.crm.2018.01.002,Weather and Forecasting 26 4 2011,jour.1148695,Climate Risk Management,Managing Climate Risks on the Ranch with Limited Drought Information,article,20,2018,Pure Gold
10.1071/wf17116,5,jour.1138175,International Journal of Wildland Fire,Projecting wildfire emissions over the south-eastern United States to mid-century,article,27,2018,Hybrid
10.1016/j.crm.2017.12.002,Global Environ. Change 15 2 2005,jour.1148695,Climate Risk Management,Simulated climate adaptation in storm-water systems: Evaluating the efficiency of within-system flexibility,article,19,2018,Pure Gold
10.1039/c7em00521k,4,jour.1025028,Environmental Science Processes & Impacts,"Mining legacy across a wetland landscape: high mercury in Upper Peninsula (Michigan) rivers, lakes, and fish",article,20,2018,Hybrid
10.1016/j.crm.2018.04.004,Reg. Environ. Chang. 13 2013,jour.1148695,Climate Risk Management,Climate-related Community Knowledge Networks as a Tool to Increase Learning in the Context of Environmental Change,article,21,2018,Pure Gold
10.1155/2018/2494509,,jour.1132150,Complexity,Atmospheric Dynamics Leading to West European Summer Hot Temperatures Since 1851,article,2018,2018,Pure Gold
10.1155/2018/8912943,,jour.1139499,Advances in Meteorology,Assimilation of Aircraft Observations in High-Resolution Mesoscale Modeling,article,2018,2018,Pure Gold
10.1016/j.mex.2018.03.011,,jour.1050655,MethodsX,Updating the ELISA standard curve fitting process to reduce uncertainty in estimated microcystin concentrations,article,5,2018,Pure Gold
10.1109/access.2017.2781801,,jour.1050631,IEEE Access,A Ray-Tracing Uncertainty Estimation Tool for Ocean Mapping,article,6,2018,Pure Gold
10.1155/2018/7931964,,jour.1139499,Advances in Meteorology,Formulations for Estimating Spatial Variations of Analysis Error Variance to Improve Multiscale and Multistep Variational Data Assimilation,article,2018,2018,Pure Gold
10.1155/2018/7827984,,jour.1139499,Advances in Meteorology,Projections of Heat Waves Events in the Intra-Americas Region Using Multimodel Ensemble,article,2018,2018,Pure Gold
10.1525/cse.2017.sc.450585,1,jour.1299168,Case Studies in the Environment,"Community-Based Watershed Restoration in He‘eia (He‘eia ahupua‘a), O‘ahu, Hawaiian Islands",article,1,2017,Bronze
10.1098/rsbl.2017.0656,12,jour.1035402,Biology Letters,A sound worth saving: acoustic characteristics of a massive fish spawning aggregation,article,13,2017,"Green, Published"
10.3390/rs10010048,1,jour.1049580,Remote Sensing,A Land Product Characterization System for Comparative Analysis of Satellite Data and Products,article,10,2017,Pure Gold
10.1002/2017gl075771,24,jour.1126650,Geophysical Research Letters,Subsurface Nonlinear Dynamical Heating and ENSO Asymmetry,article,44,2017,Bronze
10.1002/2017gl076054,24,jour.1126650,Geophysical Research Letters,Ionospheric Bow Waves and Perturbations Induced by the 21 August 2017 Solar Eclipse,article,44,2017,"Green, Published"
10.1002/2017gl075674,24,jour.1126650,Geophysical Research Letters,Winter Precipitation Forecast in the European and Mediterranean Regions Using Cluster Analysis,article,44,2017,Bronze
10.1002/2017gl075226,24,jour.1126650,Geophysical Research Letters,Pareto‐Optimal Estimates of California Precipitation Change,article,44,2017,Bronze
10.1002/2017gl075136,24,jour.1126650,Geophysical Research Letters,A Midwinter Minimum in North Atlantic Storm Track Intensity in Years of a Strong Jet,article,44,2017,Bronze
10.1002/2017gl075126,24,jour.1126650,Geophysical Research Letters,Observational Inferences of Lateral Eddy Diffusivity in the Halocline of the Beaufort Gyre,article,44,2017,"Green, Published"
10.1002/2017gl074435,24,jour.1126650,Geophysical Research Letters,Agreement of CMIP5 Simulated and Observed Ocean Anthropogenic CO2 Uptake,article,44,2017,"Green, Accepted"
10.1002/2017gl075774,24,jour.1126650,Geophysical Research Letters,GNSS Observations of Ionospheric Variations During the 21 August 2017 Solar Eclipse,article,44,2017,"Green, Published"
10.1002/2017gl075888,24,jour.1126650,Geophysical Research Letters,Attributable Human‐Induced Changes in the Likelihood and Magnitude of the Observed Extreme Precipitation during Hurricane Harvey,article,44,2017,"Green, Published"
10.1002/2017jd027515,24,jour.1126745,Journal of Geophysical Research Atmospheres,The Impact of Cross‐track Infrared Sounder (CrIS) Cloud‐Cleared Radiances on Hurricane Joaquin (2015) and Matthew (2016) Forecasts,article,122,2017,Bronze
10.1002/2017jd027756,24,jour.1126745,Journal of Geophysical Research Atmospheres,Impact of Intraseasonal Oscillations on the Tropical Cyclone Activity Over the Gulf of Mexico and Western Caribbean Sea in GFDL HiRAM,article,122,2017,Bronze
10.1002/2017jd027140,24,jour.1126745,Journal of Geophysical Research Atmospheres,Spatiotemporal Patterns and Synoptics of Extreme Wet‐Bulb Temperature in the Contiguous United States,article,122,2017,Bronze
10.1002/2017jd027057,24,jour.1126745,Journal of Geophysical Research Atmospheres,Evaluation of the Community Multiscale Air Quality Model for Simulating Winter Ozone Formation in the Uinta Basin,article,122,2017,"Green, Submitted"
10.1002/2017jd026833,24,jour.1126745,Journal of Geophysical Research Atmospheres,Investigating Local and Remote Terrestrial Influence on Air Masses at Contrasting Antarctic Sites Using Radon‐222 and Back Trajectories,article,122,2017,Bronze
10.1002/2017jd026780,24,jour.1126745,Journal of Geophysical Research Atmospheres,"Evaluating Modeled Impact Metrics for Human Health, Agriculture Growth, and Near‐Term Climate",article,122,2017,Bronze
10.1002/2017jd027249,24,jour.1126745,Journal of Geophysical Research Atmospheres,Quantifying the Uncertainties in an Ensemble of Decadal Climate Predictions,article,122,2017,"Green, Submitted"
10.1002/2017jd026855,24,jour.1126745,Journal of Geophysical Research Atmospheres,The Evolution and Structure of Extreme Optical Lightning Flashes,article,122,2017,"Green, Accepted"
10.1371/journal.pone.0189764,12,jour.1037553,PLoS ONE,Soundwatch: Eighteen years of monitoring whale watch vessel activities in the Salish Sea,article,12,2017,Pure Gold
10.1128/aem.02574-17,5,jour.1085241,Applied and Environmental Microbiology,Temporal and Regional Variability in the Skin Microbiome of Humpback Whales along the Western Antarctic Peninsula,article,84,2017,Hybrid
10.3389/fmars.2017.00413,,jour.1050424,Frontiers in Marine Science,Projecting Marine Mammal Distribution in a Changing Climate,article,4,2017,Pure Gold
10.3389/fmars.2017.00233,,jour.1050424,Frontiers in Marine Science,Estuarine Suspended Sediment Dynamics: Observations Derived from over a Decade of Satellite Data,article,4,2017,Pure Gold
10.5194/acp-2017-1022,,jour.1047552,Atmospheric Chemistry and Physics Discussions,Constraining fossil fuel CO2 emissions from urban area using OCO-2 observations of total column CO2,article,,2017,Pure Gold
10.3390/md15120391,12,jour.1033643,Marine Drugs,LC-MS/MS Detection of Karlotoxins Reveals New Variants in Strains of the Marine Dinoflagellate Karlodinium veneficum from the Ebro Delta (NW Mediterranean),article,15,2017,Pure Gold
10.1002/2017jd027006,23,jour.1126745,Journal of Geophysical Research Atmospheres,Radiative and Chemical Response to Interactive Stratospheric Sulfate Aerosols in Fully Coupled CESM1(WACCM),article,122,2017,"Green, Submitted"
